declarationRequestNumber,region,stateAbbreviation,state,tribalRequest,declarationRequestDate,declarationRequestType,incidentName,requestedIncidentTypes,requestedIncidentBeginDate,requestedIncidentEndDate,currentRequestStatus,requestStatusDate,ihProgramRequested,iaProgramRequested,paProgramRequested,hmProgramRequested,incidentId,incidentBeginDate,id
76250,2,NY,New York                      ,0,1976-04-23T00:00:00.000Z,Emergency,FLOOD,Flood,1976-04-23T00:00:00.000Z,1976-04-23T00:00:00.000Z,Turndown,1976-04-23T00:00:00.000Z,0,0,0,0,76250,1976-04-23T00:00:00.000Z,c5f672d4-fc2e-4b62-ad9b-07960a2abadb
76253,6,TX,Texas                         ,0,1976-04-29T00:00:00.000Z,Emergency,FLOOD,Flood,1976-04-29T00:00:00.000Z,1976-04-29T00:00:00.000Z,Turndown,1976-04-29T00:00:00.000Z,0,0,0,0,76253,1976-04-29T00:00:00.000Z,21b103e8-7b3d-42e3-92cc-c1fad6f2a48c
76258,2,NY,New York                      ,0,1976-05-07T00:00:00.000Z,Emergency,FLOODING,Flood,1976-05-07T00:00:00.000Z,1976-05-07T00:00:00.000Z,Turndown,1976-05-07T00:00:00.000Z,0,0,0,0,76258,1976-05-07T00:00:00.000Z,58e81cc8-900d-41cc-8488-0e2c556786bd
76260,5,MI,Michigan                      ,0,1976-05-14T00:00:00.000Z,Emergency,FLOODING,Flood,1976-05-14T00:00:00.000Z,1976-05-14T00:00:00.000Z,Turndown,1976-05-14T00:00:00.000Z,0,0,0,0,76260,1976-05-14T00:00:00.000Z,c059c433-f8b2-4b9c-a834-3bbde320430d
76263,6,TX,Texas                         ,0,1976-06-16T00:00:00.000Z,Emergency,"WIND,HAIL,FLOOD",Flood,1976-06-16T00:00:00.000Z,1976-06-16T00:00:00.000Z,Turndown,1976-06-16T00:00:00.000Z,0,0,0,0,76263,1976-06-16T00:00:00.000Z,8977fc14-91c3-48aa-bdcb-d55ba9866a59
76264,7,IA,Iowa                          ,0,1976-06-25T00:00:00.000Z,Emergency,TORNADOES & HAIL,Tornado,1976-06-25T00:00:00.000Z,1976-06-25T00:00:00.000Z,Turndown,1976-06-25T00:00:00.000Z,0,0,0,0,76264,1976-06-25T00:00:00.000Z,c199c034-8944-4bc3-9f8e-8b5d8a0086e2
76265,2,NY,New York                      ,0,1976-07-07T00:00:00.000Z,Emergency,RAINS & FLOODING,Flood,1976-07-07T00:00:00.000Z,1976-07-07T00:00:00.000Z,Turndown,1976-07-07T00:00:00.000Z,0,0,0,0,76265,1976-07-07T00:00:00.000Z,bd19e0b8-d4aa-4a4a-ba3d-e3f3e85cc751
76266,7,KS,Kansas                        ,0,1976-07-07T00:00:00.000Z,Emergency,FLOOD,Flood,1976-07-07T00:00:00.000Z,1976-07-07T00:00:00.000Z,Turndown,1976-07-07T00:00:00.000Z,0,0,0,0,76266,1976-07-07T00:00:00.000Z,5f39e6fa-8878-444a-b3ce-1dbb67a48790
76267,7,IA,Iowa                          ,0,1976-07-08T00:00:00.000Z,Emergency,TORNADOES,Tornado,1976-07-08T00:00:00.000Z,1976-07-08T00:00:00.000Z,Turndown,1976-07-08T00:00:00.000Z,0,0,0,0,76267,1976-07-08T00:00:00.000Z,2a7339c3-bc39-47c6-ade0-a75f792bc15b
76268,7,MO,Missouri                      ,0,1976-07-08T00:00:00.000Z,Emergency,FLOOD,Flood,1976-07-08T00:00:00.000Z,1976-07-08T00:00:00.000Z,Turndown,1976-07-08T00:00:00.000Z,0,0,0,0,76268,1976-07-08T00:00:00.000Z,8515c55d-6463-448f-893b-4aa4753ce35a
76269,3,PA,Pennsylvania                  ,0,1976-07-21T00:00:00.000Z,Emergency,TORNADO,Tornado,1976-07-21T00:00:00.000Z,1976-07-21T00:00:00.000Z,Turndown,1976-07-21T00:00:00.000Z,0,0,0,0,76269,1976-07-21T00:00:00.000Z,6dd3a9fd-96d7-42f9-abd3-c5249d3575ea
76271,5,OH,Ohio                          ,0,1976-07-30T00:00:00.000Z,Emergency,FLOOD,Flood,1976-07-30T00:00:00.000Z,1976-07-30T00:00:00.000Z,Turndown,1976-07-30T00:00:00.000Z,0,0,0,0,76271,1976-07-30T00:00:00.000Z,5878925c-5136-4f30-b758-c6b92c2fef86
76272,1,RI,Rhode Island                  ,0,1976-09-03T00:00:00.000Z,Emergency,FLOOD,Flood,1976-09-03T00:00:00.000Z,1976-09-03T00:00:00.000Z,Turndown,1976-09-03T00:00:00.000Z,0,0,0,0,76272,1976-09-03T00:00:00.000Z,b7d69141-c08d-4056-874c-e77a8bff1fe5
76273,6,NM,New Mexico                    ,0,1976-09-09T00:00:00.000Z,Emergency,FLOOD,Flood,1976-09-09T00:00:00.000Z,1976-09-09T00:00:00.000Z,Turndown,1976-09-09T00:00:00.000Z,0,0,0,0,76273,1976-09-09T00:00:00.000Z,9eaac797-b517-44cc-ae3c-d832e91339c6
76274,1,ME,Maine                         ,0,1976-09-10T00:00:00.000Z,Emergency,FLOOD,Flood,1976-09-10T00:00:00.000Z,1976-09-10T00:00:00.000Z,Turndown,1976-09-10T00:00:00.000Z,0,0,0,0,76274,1976-09-10T00:00:00.000Z,57f866e9-a72a-41b5-9ff4-b4062e42ec46
77013,8,SD,South Dakota                  ,0,1976-10-22T00:00:00.000Z,Major Disaster,DROUGHT,Drought,1976-12-20T00:00:00.000Z,1976-12-20T00:00:00.000Z,Turndown,1976-12-20T00:00:00.000Z,0,0,0,0,77013,1976-12-20T00:00:00.000Z,ee91d913-9eb8-4395-a7ef-49a9e7e21ef2
77015,1,MA,Massachusetts                 ,0,1976-12-22T00:00:00.000Z,Emergency,OIL SPILL,Toxic Substances,1977-01-14T00:00:00.000Z,1977-01-14T00:00:00.000Z,Turndown,1977-01-14T00:00:00.000Z,0,0,0,0,77015,1977-01-14T00:00:00.000Z,f72c7452-3092-4a6f-9f27-83d6982d52d2
77016,6,LA,Louisiana                     ,0,1976-12-28T00:00:00.000Z,Emergency,DROUGHT,Drought,1977-01-11T00:00:00.000Z,1977-01-11T00:00:00.000Z,Turndown,1977-01-11T00:00:00.000Z,0,0,0,0,77016,1977-01-11T00:00:00.000Z,cc6c6c9e-9be5-4e19-9bf1-736c76cb65ee
77017,6,OK,Oklahoma                      ,0,1976-12-28T00:00:00.000Z,Major Disaster,URBAN FIRE,Fire,1977-01-07T00:00:00.000Z,1977-01-07T00:00:00.000Z,Turndown,1977-01-07T00:00:00.000Z,0,0,0,0,77017,1977-01-07T00:00:00.000Z,7d91da23-141d-448c-8fe4-2a23ed611b60
77020,1,RI,Rhode Island                  ,0,1976-12-21T00:00:00.000Z,Major Disaster,OIL SPILL,Toxic Substances,1977-01-14T00:00:00.000Z,1977-01-14T00:00:00.000Z,Turndown,1977-01-14T00:00:00.000Z,0,0,0,0,77020,1977-01-14T00:00:00.000Z,35518a56-ccf5-4524-8cfe-235f9f4fe410
77033,3,PA,Pennsylvania                  ,0,1977-01-29T00:00:00.000Z,Major Disaster,SNOWSTORMS,Snowstorm,1977-02-09T00:00:00.000Z,1977-02-09T00:00:00.000Z,Turndown,1977-03-29T00:00:00.000Z,0,0,0,0,77033,1977-02-09T00:00:00.000Z,4b163a79-0029-4c0d-9e66-8e4ea4190b36
77039,5,OH,Ohio                          ,0,1977-02-01T00:00:00.000Z,Major Disaster,SNOWSTORMS,Snowstorm,1977-03-09T00:00:00.000Z,1977-03-09T00:00:00.000Z,Turndown,1977-03-09T00:00:00.000Z,0,0,0,0,77039,1977-03-09T00:00:00.000Z,e696a87e-1237-464f-a9c6-7d2a97c1d17f
77040,4,SC,South Carolina                ,0,1977-02-01T00:00:00.000Z,Emergency,DROUGHT & SEVERE COLD,Snowstorm,1977-03-04T00:00:00.000Z,1977-03-04T00:00:00.000Z,Turndown,1977-03-04T00:00:00.000Z,0,0,0,0,77040,1977-03-04T00:00:00.000Z,5f3a645a-4072-4566-b6df-d294f5804aab
77041,4,NC,North Carolina                ,0,1977-02-04T00:00:00.000Z,Major Disaster,SEVERE WEATHER,Snowstorm,1977-02-14T00:00:00.000Z,1977-02-14T00:00:00.000Z,Turndown,1977-02-14T00:00:00.000Z,0,0,0,0,77041,1977-02-14T00:00:00.000Z,14bb1224-9cf0-4afe-bb79-065cc76b96a3
77043,5,IN,Indiana                       ,0,1977-02-04T00:00:00.000Z,Major Disaster,SNOWSTORMS,Snowstorm,1977-03-09T00:00:00.000Z,1977-03-09T00:00:00.000Z,Turndown,1977-04-08T00:00:00.000Z,0,0,0,0,77043,1977-03-09T00:00:00.000Z,928b6e91-bef0-43a3-a398-584f74d528ae
77044,3,DE,Delaware                      ,0,1977-02-10T00:00:00.000Z,Major Disaster,SEVERE WINTER WEATHER,Snowstorm,1977-02-22T00:00:00.000Z,1977-02-22T00:00:00.000Z,Turndown,1977-02-22T00:00:00.000Z,0,0,0,0,77044,1977-02-22T00:00:00.000Z,ebb4f163-c392-4f84-a89e-84949daa6c9f
77045,4,GA,Georgia                       ,0,1977-02-10T00:00:00.000Z,Emergency,"DROUGHT,RAINS,COLD",Snowstorm,1977-03-16T00:00:00.000Z,1977-03-16T00:00:00.000Z,Turndown,1977-03-16T00:00:00.000Z,0,0,0,0,77045,1977-03-16T00:00:00.000Z,5af420c6-5401-4b31-b22c-77a1a24c9174
77046,4,KY,Kentucky                      ,0,1977-02-11T00:00:00.000Z,Major Disaster,SEVERE WINTER WEATHER,Snowstorm,1977-03-03T00:00:00.000Z,1977-03-03T00:00:00.000Z,Turndown,1977-03-03T00:00:00.000Z,0,0,0,0,77046,1977-03-03T00:00:00.000Z,e80c1756-54c0-4943-b1c1-4cb5074945bd
77047,5,MI,Michigan                      ,0,1977-02-14T00:00:00.000Z,Major Disaster,SNOWSTORMS & HIGH WINDS,Snowstorm,1977-03-04T00:00:00.000Z,1977-03-04T00:00:00.000Z,Turndown,1977-03-04T00:00:00.000Z,0,0,0,0,77047,1977-03-04T00:00:00.000Z,4c2a65e8-5a29-4ac4-a59b-8edbd1d85abf
77049,8,UT,Utah                          ,0,1977-02-17T00:00:00.000Z,Major Disaster,DROUGHT,Drought,1977-03-11T00:00:00.000Z,1977-03-11T00:00:00.000Z,Turndown,1977-03-11T00:00:00.000Z,0,0,0,0,77049,1977-03-11T00:00:00.000Z,65415560-af9c-48bf-bb55-4f43687c39ff
77050,2,NY,New York                      ,0,1977-02-04T00:00:00.000Z,Emergency,DROUGHT & SEVERE COLD,Snowstorm,1977-03-16T00:00:00.000Z,1977-03-16T00:00:00.000Z,Turndown,1977-03-16T00:00:00.000Z,0,0,0,0,77050,1977-03-16T00:00:00.000Z,e2a675d4-b8a2-4dde-972c-a6d9773a4b7d
77052,4,KY,Kentucky                      ,0,1977-02-11T00:00:00.000Z,Emergency,DROUGHT,Drought,1977-03-21T00:00:00.000Z,1977-03-21T00:00:00.000Z,Turndown,1977-03-21T00:00:00.000Z,0,0,0,0,77052,1977-03-21T00:00:00.000Z,8293d8bf-da80-45af-9c05-cfd892f6fd61
77054,4,TN,Tennessee                     ,0,1977-03-09T00:00:00.000Z,Major Disaster,SEVERE WINTER WEATHER,Snowstorm,1977-03-29T00:00:00.000Z,1977-03-29T00:00:00.000Z,Turndown,1977-03-29T00:00:00.000Z,0,0,0,0,77054,1977-03-29T00:00:00.000Z,09685161-3cd4-4a14-9c84-914f8f727e8b
77056,5,IL,Illinois                      ,0,1977-03-09T00:00:00.000Z,Major Disaster,DROUGHT,Drought,1977-04-12T00:00:00.000Z,1977-04-12T00:00:00.000Z,Turndown,1977-04-12T00:00:00.000Z,0,0,0,0,77056,1977-04-12T00:00:00.000Z,b78e0a29-df9e-46a9-afcf-a2d0db1ae6e0
77057,7,NE,Nebraska                      ,0,1977-03-16T00:00:00.000Z,Major Disaster,SNOWSTORMS,Snowstorm,1977-04-11T00:00:00.000Z,1977-04-11T00:00:00.000Z,Turndown,1977-05-19T00:00:00.000Z,0,0,0,0,77057,1977-04-11T00:00:00.000Z,e3844201-513a-46f9-a0a6-9ed3eb293c89
77058,2,NY,New York                      ,0,1977-03-21T00:00:00.000Z,Major Disaster,FLOOD,Flood,1977-04-11T00:00:00.000Z,1977-04-11T00:00:00.000Z,Turndown,1977-04-11T00:00:00.000Z,0,0,0,0,77058,1977-04-11T00:00:00.000Z,3f0b3e3d-b5cc-455f-a661-e6776cc789e9
77059,8,CO,Colorado                      ,0,1977-03-22T00:00:00.000Z,Major Disaster,SNOWSTORMS,Snowstorm,1977-04-11T00:00:00.000Z,1977-04-11T00:00:00.000Z,Turndown,1977-05-19T00:00:00.000Z,0,0,0,0,77059,1977-04-11T00:00:00.000Z,0804690a-df54-4545-8572-b8c695360f97
77060,7,KS,Kansas                        ,0,1977-03-22T00:00:00.000Z,Major Disaster,SNOWSTORMS,Snowstorm,1977-04-11T00:00:00.000Z,1977-04-11T00:00:00.000Z,Turndown,1977-05-19T00:00:00.000Z,0,0,0,0,77060,1977-04-11T00:00:00.000Z,42e2b8af-356f-4417-b3cd-08ecad1d83ec
77063,2,NY,New York                      ,0,1977-04-04T00:00:00.000Z,Major Disaster,SEVERE WINTER WEATHER,Snowstorm,1977-04-26T00:00:00.000Z,1977-04-26T00:00:00.000Z,Turndown,1977-05-19T00:00:00.000Z,0,0,0,0,77063,1977-04-26T00:00:00.000Z,24e3987d-cda6-41f4-836d-cc7c10277229
77070,4,GA,Georgia                       ,0,1977-04-08T00:00:00.000Z,Major Disaster,SEVERE STROMS & FLOODING,Flood,1977-04-20T00:00:00.000Z,1977-04-20T00:00:00.000Z,Turndown,1977-04-20T00:00:00.000Z,0,0,0,0,77070,1977-04-20T00:00:00.000Z,db3ae3c0-9e90-4d62-9c1e-38bd571c7833
77071,4,KY,Kentucky                      ,0,1977-04-08T00:00:00.000Z,Emergency,SEWAGE PLANT CONTAMINATION,Flood,1977-04-26T00:00:00.000Z,1977-04-26T00:00:00.000Z,Turndown,1977-04-26T00:00:00.000Z,0,0,0,0,77071,1977-04-26T00:00:00.000Z,6884e41e-d615-4530-be13-842b27d4a4e9
77072,1,VT,Vermont                       ,0,1977-04-11T00:00:00.000Z,Major Disaster,FLOOD,Flood,1977-04-18T00:00:00.000Z,1977-04-18T00:00:00.000Z,Turndown,1977-05-19T00:00:00.000Z,0,0,0,0,77072,1977-04-18T00:00:00.000Z,89265960-a087-4cae-a23b-4ec6a1ed1304
77073,6,AR,Arkansas                      ,0,1977-04-11T00:00:00.000Z,Major Disaster,FLOODING,Flood,1977-04-26T00:00:00.000Z,1977-04-26T00:00:00.000Z,Turndown,1977-04-26T00:00:00.000Z,0,0,0,0,77073,1977-04-26T00:00:00.000Z,f8fde66d-fa77-4626-954a-f2a3d656d81d
77074,7,MO,Missouri                      ,0,1977-04-14T00:00:00.000Z,Major Disaster,FLOODING,Flood,1977-04-25T00:00:00.000Z,1977-04-25T00:00:00.000Z,Turndown,1977-04-25T00:00:00.000Z,0,0,0,0,77074,1977-04-25T00:00:00.000Z,80e020a6-9488-4f60-9e2a-83db2eb9bc95
77075,1,ME,Maine                         ,0,1977-04-14T00:00:00.000Z,Major Disaster,FLOOD,Flood,1977-05-02T00:00:00.000Z,1977-05-02T00:00:00.000Z,Turndown,1977-06-06T00:00:00.000Z,0,0,0,0,77075,1977-05-02T00:00:00.000Z,59928fb8-bbdb-4c4a-a044-902022726b30
77076,4,MS,Mississippi                   ,0,1977-04-14T00:00:00.000Z,Major Disaster,SEVERE WINTER WEATHER,Snowstorm,1977-05-02T00:00:00.000Z,1977-05-02T00:00:00.000Z,Turndown,1977-05-02T00:00:00.000Z,0,0,0,0,77076,1977-05-02T00:00:00.000Z,d6441f92-eb5a-4f03-9511-b72f4d3152e6
77087,2,PR,Puerto Rico                   ,0,1977-05-16T00:00:00.000Z,Emergency,DROUGHT,Drought,1977-06-09T00:00:00.000Z,1977-06-09T00:00:00.000Z,Turndown,1977-06-09T00:00:00.000Z,0,0,0,0,77087,1977-06-09T00:00:00.000Z,03f1d2ae-cc45-4798-bfa6-a69d2f2adddf
77091,6,OK,Oklahoma                      ,0,1977-05-25T00:00:00.000Z,Major Disaster,"FLOODING,TORNADOES",Tsunami,1977-06-13T00:00:00.000Z,1977-06-13T00:00:00.000Z,Turndown,1977-06-21T00:00:00.000Z,0,0,0,0,77091,1977-06-13T00:00:00.000Z,e2a22a54-9af9-4050-a87a-a7fcd50f03eb
77092,5,IL,Illinois                      ,0,1977-05-26T00:00:00.000Z,Major Disaster,"STORMS,TORNADOES",Tornado,1977-06-13T00:00:00.000Z,1977-06-13T00:00:00.000Z,Turndown,1977-06-13T00:00:00.000Z,0,0,0,0,77092,1977-06-13T00:00:00.000Z,b7be1d6d-65c1-4372-ad36-8e5a36d909b3
77095,4,NC,North Carolina                ,0,1977-06-09T00:00:00.000Z,Major Disaster,SEVERE WINTER WEATHER,Snowstorm,1977-06-23T00:00:00.000Z,1977-06-23T00:00:00.000Z,Turndown,1977-06-23T00:00:00.000Z,0,0,0,0,77095,1977-06-23T00:00:00.000Z,eee40a71-3755-4b54-9763-e519f05ab0c1
77096,5,WI,Wisconsin                     ,0,1977-06-09T00:00:00.000Z,Emergency,HIGH WINDS & TORNADOES,Tornado,1977-06-24T00:00:00.000Z,1977-06-24T00:00:00.000Z,Turndown,1977-06-24T00:00:00.000Z,0,0,0,0,77096,1977-06-24T00:00:00.000Z,a878edc4-902d-4b95-83ab-2a43de3d3125
77097,4,NC,North Carolina                ,0,1977-06-10T00:00:00.000Z,Emergency,WATER CONTAMINATION,Toxic Substances,1977-06-23T00:00:00.000Z,1977-06-23T00:00:00.000Z,Turndown,1977-06-23T00:00:00.000Z,0,0,0,0,77097,1977-06-23T00:00:00.000Z,5c9521d2-7f8a-4bce-9579-d611e189531a
77100,5,OH,Ohio                          ,0,1977-06-29T00:00:00.000Z,Major Disaster,SEWER EXPLOSIONS,Other,1977-07-11T00:00:00.000Z,1977-07-11T00:00:00.000Z,Turndown,1977-08-19T00:00:00.000Z,0,0,0,0,77100,1977-07-11T00:00:00.000Z,865b74a6-a4cb-49c0-be87-1c10d54b5755
77104,2,NY,New York                      ,0,1977-07-15T00:00:00.000Z,Major Disaster,POWER OUTAGE,Other,1977-08-03T00:00:00.000Z,1977-08-03T00:00:00.000Z,Turndown,1977-08-03T00:00:00.000Z,0,0,0,0,77104,1977-08-03T00:00:00.000Z,98391f2d-b1d0-44fa-aa18-28e28646a5af
77112,9,CA,California                    ,0,1977-08-02T00:00:00.000Z,Emergency,SANTA BARBARA FIRE,Fire,1977-08-29T00:00:00.000Z,1977-08-29T00:00:00.000Z,Turndown,1977-08-29T00:00:00.000Z,0,0,0,0,77112,1977-08-29T00:00:00.000Z,617aa2ef-2a6a-4070-a4c8-59a82f5a1b19
77115,5,WI,Wisconsin                     ,0,1977-08-04T00:00:00.000Z,Major Disaster,TORNADOES,Tornado,1977-08-15T00:00:00.000Z,1977-08-15T00:00:00.000Z,Turndown,1977-10-03T00:00:00.000Z,0,0,0,0,77115,1977-08-15T00:00:00.000Z,1c4da63a-1da9-4b58-8128-2bcd29c62039
77123,9,CA,California                    ,0,1977-09-09T00:00:00.000Z,Emergency,FOREST & BRUSH FIRES,Fire,1977-09-26T00:00:00.000Z,1977-09-26T00:00:00.000Z,Turndown,1977-09-26T00:00:00.000Z,0,0,0,0,77123,1977-09-26T00:00:00.000Z,54d6b301-e37a-4043-8c90-3fd28a17b98c
77124,6,LA,Louisiana                     ,0,1977-09-09T00:00:00.000Z,Emergency,"H RAIN, H TIDES & FLOODING",Flood,1977-11-17T00:00:00.000Z,1977-11-17T00:00:00.000Z,Turndown,1977-11-17T00:00:00.000Z,0,0,0,0,77124,1977-11-17T00:00:00.000Z,49b2e928-ce6d-48f6-a568-0f3daf0f1753
77126,9,CA,California                    ,0,1977-09-15T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1977-09-28T00:00:00.000Z,1977-09-28T00:00:00.000Z,Turndown,1977-09-28T00:00:00.000Z,0,0,0,0,77126,1977-09-28T00:00:00.000Z,fadda5b5-fdaa-48f4-afc7-c34379f13a87
77200,6,NM,New Mexico                    ,0,1976-10-05T00:00:00.000Z,Emergency,FLOOD,Flood,1976-10-05T00:00:00.000Z,1976-10-05T00:00:00.000Z,Turndown,1976-10-05T00:00:00.000Z,0,0,0,0,77200,1976-10-05T00:00:00.000Z,37d98868-d575-4474-8f41-17b2a8ed7a57
77202,5,MN,Minnesota                     ,0,1977-01-12T00:00:00.000Z,Emergency,DROUGHT,Drought,1977-01-12T00:00:00.000Z,1977-01-12T00:00:00.000Z,Turndown,1977-01-12T00:00:00.000Z,0,0,0,0,77202,1977-01-12T00:00:00.000Z,719134fc-5377-42e7-ad8d-1e6dce2d55d1
77203,5,MN,Minnesota                     ,0,1977-01-14T00:00:00.000Z,Emergency,DROUGHT,Drought,1977-01-14T00:00:00.000Z,1977-01-14T00:00:00.000Z,Turndown,1977-01-14T00:00:00.000Z,0,0,0,0,77203,1977-01-14T00:00:00.000Z,6678cd9b-8aa5-429a-836d-25408fab3a3a
77204,5,WI,Wisconsin                     ,0,1977-01-14T00:00:00.000Z,Emergency,DROUGHT,Drought,1977-01-14T00:00:00.000Z,1977-01-14T00:00:00.000Z,Turndown,1977-01-14T00:00:00.000Z,0,0,0,0,77204,1977-01-14T00:00:00.000Z,fb169400-907c-407e-b7bc-45da3ef1fae6
77206,5,MI,Michigan                      ,0,1977-01-21T00:00:00.000Z,Emergency,DROUGHT,Drought,1977-01-21T00:00:00.000Z,1977-01-21T00:00:00.000Z,Turndown,1977-01-21T00:00:00.000Z,0,0,0,0,77206,1977-01-21T00:00:00.000Z,2f74bc6f-f7c5-4fd4-b0bf-f091968499ed
77208,9,CA,California                    ,0,1977-02-16T00:00:00.000Z,Emergency,DROUGHT,Drought,1977-02-16T00:00:00.000Z,1977-02-16T00:00:00.000Z,Turndown,1977-02-16T00:00:00.000Z,0,0,0,0,77208,1977-02-16T00:00:00.000Z,4a479385-290d-4c21-ba48-519105739781
77209,5,MN,Minnesota                     ,0,1977-02-18T00:00:00.000Z,Emergency,DROUGHT,Drought,1977-02-18T00:00:00.000Z,1977-02-18T00:00:00.000Z,Turndown,1977-02-18T00:00:00.000Z,0,0,0,0,77209,1977-02-18T00:00:00.000Z,5d60ff4b-2665-402d-809d-95dc4f009a48
77211,2,NY,New York                      ,0,1977-02-23T00:00:00.000Z,Emergency,ICE CONDITIONS,Snowstorm,1977-02-23T00:00:00.000Z,1977-02-23T00:00:00.000Z,Turndown,1977-02-23T00:00:00.000Z,0,0,0,0,77211,1977-02-23T00:00:00.000Z,36426361-a35d-4be6-9e92-3aef3dee1fb5
77214,6,AR,Arkansas                      ,0,1977-03-03T00:00:00.000Z,Emergency,DROUGHT & SEVERE COLD,Snowstorm,1977-03-03T00:00:00.000Z,1977-03-03T00:00:00.000Z,Turndown,1977-03-03T00:00:00.000Z,0,0,0,0,77214,1977-03-03T00:00:00.000Z,3758b689-8f59-4684-bbaa-47eac520e245
77215,9,AZ,Arizona                       ,0,1977-03-04T00:00:00.000Z,Emergency,FLOOD,Flood,1977-03-04T00:00:00.000Z,1977-03-04T00:00:00.000Z,Turndown,1977-03-04T00:00:00.000Z,0,0,0,0,77215,1977-03-04T00:00:00.000Z,033e0096-99a9-4731-bd9c-b9295fd5f162
77216,9,AZ,Arizona                       ,0,1977-03-09T00:00:00.000Z,Emergency,FLOOD,Flood,1977-03-09T00:00:00.000Z,1977-03-09T00:00:00.000Z,Turndown,1977-03-09T00:00:00.000Z,0,0,0,0,77216,1977-03-09T00:00:00.000Z,a0c3e153-f007-4cb0-808e-48b8fa500fe3
77217,7,MO,Missouri                      ,0,1977-03-09T00:00:00.000Z,Emergency,ICE CONDITIONS,Snowstorm,1977-03-09T00:00:00.000Z,1977-03-09T00:00:00.000Z,Turndown,1977-03-09T00:00:00.000Z,0,0,0,0,77217,1977-03-09T00:00:00.000Z,7f695564-eecc-4861-b558-80b77db56023
77218,1,RI,Rhode Island                  ,0,1977-03-11T00:00:00.000Z,Emergency,ICE CONDITIONS,Snowstorm,1977-03-11T00:00:00.000Z,1977-03-11T00:00:00.000Z,Turndown,1977-03-11T00:00:00.000Z,0,0,0,0,77218,1977-03-11T00:00:00.000Z,f3c058ca-1d3a-4e2f-b48e-b53ec7801c26
77219,1,MA,Massachusetts                 ,0,1977-03-11T00:00:00.000Z,Emergency,ICE CONDITIONS,Snowstorm,1977-03-11T00:00:00.000Z,1977-03-11T00:00:00.000Z,Turndown,1977-03-11T00:00:00.000Z,0,0,0,0,77219,1977-03-11T00:00:00.000Z,4707bf0a-90ca-4b76-a71c-b19d627eb706
77220,2,NY,New York                      ,0,1977-03-15T00:00:00.000Z,Emergency,FLASH FLOOD,Flood,1977-03-15T00:00:00.000Z,1977-03-15T00:00:00.000Z,Turndown,1977-03-15T00:00:00.000Z,0,0,0,0,77220,1977-03-15T00:00:00.000Z,4a182a7b-0e38-43bb-859f-0edef3d2b719
77221,1,CT,Connecticut                   ,0,1977-03-11T00:00:00.000Z,Emergency,ICE CONDTIONS,Snowstorm,1977-03-11T00:00:00.000Z,1977-03-11T00:00:00.000Z,Turndown,1977-03-11T00:00:00.000Z,0,0,0,0,77221,1977-03-11T00:00:00.000Z,4ea94ce6-0fd7-4ad8-81c5-5e9de712696e
77222,5,WI,Wisconsin                     ,0,1977-03-18T00:00:00.000Z,Emergency,"DROUGHT, WELL DAMAGE",Drought,1977-03-18T00:00:00.000Z,1977-03-18T00:00:00.000Z,Turndown,1977-03-18T00:00:00.000Z,0,0,0,0,77222,1977-03-18T00:00:00.000Z,6d4c401c-b1ea-46c6-b653-6ffcb19dd128
77224,5,MI,Michigan                      ,0,1977-03-22T00:00:00.000Z,Emergency,DROUGHT,Drought,1977-03-22T00:00:00.000Z,1977-03-22T00:00:00.000Z,Turndown,1977-03-22T00:00:00.000Z,0,0,0,0,77224,1977-03-22T00:00:00.000Z,27969968-1435-4d32-8aed-fe73b36e7be8
77225,6,TX,Texas                         ,0,1977-04-11T00:00:00.000Z,Emergency,TORNADOES & FLOODS,Tsunami,1977-04-11T00:00:00.000Z,1977-04-11T00:00:00.000Z,Turndown,1977-04-11T00:00:00.000Z,0,0,0,0,77225,1977-04-11T00:00:00.000Z,fa92514d-49a6-4a57-ab87-b103c5e5b61e
77226,5,WI,Wisconsin                     ,0,1977-04-11T00:00:00.000Z,Emergency,DROUGHT,Drought,1977-04-11T00:00:00.000Z,1977-04-11T00:00:00.000Z,Turndown,1977-04-11T00:00:00.000Z,0,0,0,0,77226,1977-04-11T00:00:00.000Z,166273c2-37e8-4b27-ad04-9684cc9989c6
77227,5,OH,Ohio                          ,0,1977-04-13T00:00:00.000Z,Emergency,FLOOD,Flood,1977-04-13T00:00:00.000Z,1977-04-13T00:00:00.000Z,Turndown,1977-04-13T00:00:00.000Z,0,0,0,0,77227,1977-04-13T00:00:00.000Z,0b161620-4520-43fb-8696-e77f6c695446
77228,5,IL,Illinois                      ,0,1977-04-13T00:00:00.000Z,Emergency,FLOOD,Flood,1977-04-13T00:00:00.000Z,1977-04-13T00:00:00.000Z,Turndown,1977-04-13T00:00:00.000Z,0,0,0,0,77228,1977-04-13T00:00:00.000Z,80a5dcb5-b173-4643-b7a4-378f42e7f90a
77229,5,MI,Michigan                      ,0,1977-04-15T00:00:00.000Z,Emergency,TORNADO,Tornado,1977-04-15T00:00:00.000Z,1977-04-15T00:00:00.000Z,Turndown,1977-04-15T00:00:00.000Z,0,0,0,0,77229,1977-04-15T00:00:00.000Z,07afc2a3-85cd-4344-a96d-02e78b1c5bcf
